country_code,mkpl_doctor_id,main_specialization,main_specialization_type,doctor_city,doctor_district,mkpl_calendar_id,insurance_name,weeks_ahead,wp_minutes_per_week
de,"398,628",otolaryngology,medical,Leipzig,Ost,"8,957",Privat versichert,4,180
de,"398,747",dentistry,medical,Bad Oeynhausen,,"3,789",Gesetzlich versichert,4,180
de,"398,747",dentistry,medical,Bad Oeynhausen,,"3,789",Privat versichert,4,180
de,"398,850",dentistry,medical,Weingarten,,"13,602",Gesetzlich versichert,24,"1,920"
de,"398,850",dentistry,medical,Weingarten,,"13,602",Privat versichert,24,"1,920"
de,"398,940",general surgery,medical,München,,"5,861",Gesetzlich versichert,4,120
de,"398,940",general surgery,medical,München,,"5,861",Privat versichert,4,120
de,"399,001",general medicine,medical,Waldkappel,Bischhausen,"8,338",Gesetzlich versichert,4,180
de,"399,001",general medicine,medical,Waldkappel,Bischhausen,"8,338",Privat versichert,4,180
de,"399,061",dentistry,medical,München,,"13,362",Gesetzlich versichert,24,"1,440"
de,"399,061",dentistry,medical,München,,"13,362",Privat versichert,24,"1,440"
de,"399,134",plastic & aesthetic surgery,medical,München,Au-Haidhausen,"4,806",Gesetzlich versichert,24,"1,350"
de,"399,134",plastic & aesthetic surgery,medical,München,Au-Haidhausen,"4,806",Privat versichert,24,"1,350"
de,"399,137",plastic & aesthetic surgery,medical,Köln,Innenstadt,"8,065",Gesetzlich versichert,12,120
de,"399,137",plastic & aesthetic surgery,medical,Köln,Innenstadt,"8,065",Privat versichert,12,120
de,"399,289",dentistry,medical,Weingarten,,"13,615",Gesetzlich versichert,24,"1,920"
de,"399,289",dentistry,medical,Weingarten,,"13,615",Privat versichert,24,"1,920"
de,"399,304",radiology and other diagnostics,medical,Berlin,Mitte,"11,599",Privat versichert,2,690
de,"399,304",radiology and other diagnostics,medical,Leipzig,Mitte,"11,600",Gesetzlich versichert,4,300
de,"399,304",radiology and other diagnostics,medical,Leipzig,Mitte,"11,600",Privat versichert,4,840
de,"399,304",radiology and other diagnostics,medical,Berlin,Wilmersdorf,"11,601",Privat versichert,4,420
de,"399,304",radiology and other diagnostics,medical,Nürnberg,Mitte,"11,605",Privat versichert,4,990
de,"399,304",radiology and other diagnostics,medical,München,Au-Haidhausen,"13,929",Gesetzlich versichert,4,"1,430"
de,"399,304",radiology and other diagnostics,medical,München,Au-Haidhausen,"13,929",Privat versichert,4,"1,430"
de,"399,449",dentistry,medical,Regensburg,,"5,685",Gesetzlich versichert,12,60
de,"399,449",dentistry,medical,Regensburg,,"5,685",Privat versichert,12,60
de,"399,454",general medicine,medical,Kirchheim bei München,,"13,731",Gesetzlich versichert,6,900
de,"399,454",general medicine,medical,Kirchheim bei München,,"13,731",Privat versichert,6,900
de,"399,474",internal medicine,medical,Augsburg,Augsburg-Innenstadt,"8,497",Gesetzlich versichert,4,90
de,"399,474",internal medicine,medical,Augsburg,Augsburg-Innenstadt,"8,497",Privat versichert,4,90
de,"399,532",trauma and orthopaedic surgery,medical,Köln,Lindenthal,"14,651",Privat versichert,3,"1,320"
de,"399,558",oral and maxillo-facial surgery,medical,Braunschweig,Innenstadt,"4,429",Gesetzlich versichert,4,780
de,"399,558",oral and maxillo-facial surgery,medical,Braunschweig,Innenstadt,"4,429",Privat versichert,4,780
de,"399,594",trauma and orthopaedic surgery,medical,Bonn,,"4,842",Privat versichert,24,540
de,"399,674",dentistry,medical,Kaarst,,"8,668",Gesetzlich versichert,12,150
de,"399,674",dentistry,medical,Kaarst,,"8,668",Privat versichert,12,150
de,"399,915",dentistry,medical,Bochum,,"5,723",Gesetzlich versichert,4,180
de,"399,915",dentistry,medical,Bochum,,"5,723",Privat versichert,4,180
de,"399,944",dentistry,medical,Hamburg,HafenCity,"8,323",Gesetzlich versichert,4,"1,530"
de,"399,944",dentistry,medical,Hamburg,HafenCity,"8,323",Privat versichert,4,"1,530"
de,"400,012",dentistry,medical,,,"14,150",Gesetzlich versichert,4,120
de,"400,012",dentistry,medical,,,"14,150",Privat versichert,4,120
de,"400,244",dentistry,medical,Ostfildern,Nellingen,"4,723",Gesetzlich versichert,20,"2,220"
