country_code,mkpl_doctor_id,mkpl_calendar_id,insurance_name,wp_minutes
br,"124,727","68,113",Sul América Saúde,"1,110"
br,"415,032","79,716",Amil,840
br,"765,951","127,121",Select,180
br,"684,279","130,869",CABESP,420
co,"47,951","2,393",Generali (HDI),"1,200"
cz,"91,966","3,025",Vojenská zdravotní pojišťovna ČR,"1,830"
de,319,389,Gesetzlich versichert,"3,730"
de,364,508,Privat versichert,"1,770"
br,"323,428","2,033",Mediservice,480
br,"60,924","21,935",Sul América Saúde,495
br,"269,775","54,287",Saúde Petrobrás,510
br,"759,295","131,819",Unimed,330
br,"508,906","126,007",Bradesco Saúde,270
br,"46,888","133,425",FACHESF Saúde,"1,200"
br,"825,000","155,175",ASSEFAZ (Ministério da Fazenda),210
br,"825,000","155,175",Bradesco Saúde,210
de,72,46,Gesetzlich versichert,"2,160"
de,88,79,Privat versichert,"1,890"
de,88,79,Gesetzlich versichert,"1,890"
de,230,232,Gesetzlich versichert,600
de,244,208,Privat versichert,"5,970"
de,254,281,Privat versichert,"1,230"
de,373,603,Privat versichert,390
de,636,883,Privat versichert,"1,905"
de,685,903,Gesetzlich versichert,"1,170"
de,996,"1,247",Privat versichert,75
de,"1,122","1,487",Privat versichert,"1,260"
de,"1,133","1,491",Privat versichert,"1,410"
de,"1,367","1,750",Privat versichert,"1,350"
de,"1,500","2,100",Gesetzlich versichert,"3,090"
de,"1,622","2,105",Privat versichert,"4,410"
de,"1,703","2,116",Privat versichert,90
de,"1,770","2,405",Gesetzlich versichert,"2,940"
de,"2,124","2,727",Privat versichert,"1,980"
de,"2,268","2,840",Privat versichert,"1,260"
de,"2,484","3,262",Privat versichert,240
de,"2,615","3,525",Privat versichert,"1,320"
de,"101,779","11,962",Gesetzlich versichert,810
de,"102,337","7,592",Gesetzlich versichert,960
de,"393,346","8,278",Privat versichert,"1,610"
de,"365,923","9,656",Privat versichert,390
de,"342,833","3,785",Gesetzlich versichert,5
de,"341,230","5,124",Gesetzlich versichert,600
de,"361,484","5,479",Privat versichert,"3,220"
de,"393,134","3,966",Gesetzlich versichert,"2,340"
de,"385,719","9,701",Privat versichert,240
de,"398,747","3,789",Privat versichert,90
de,"348,989","5,774",Gesetzlich versichert,"1,860"
de,"397,420","5,586",Gesetzlich versichert,300
de,"391,368","4,793",Gesetzlich versichert,"1,620"
de,"1,102","1,485",Privat versichert,390
de,"1,264","1,747",Gesetzlich versichert,"3,500"
de,"1,285","1,720",Gesetzlich versichert,"1,710"
de,"218,875","8,816",Gesetzlich versichert,390
de,"402,124","7,235",Privat versichert,480
de,"310,539","10,409",Gesetzlich versichert,"1,800"
de,"349,187","7,945",Privat versichert,840
de,"233,519","8,035",Privat versichert,"3,480"
de,"370,466","8,274",Gesetzlich versichert,"1,800"
de,"319,990","8,453",Gesetzlich versichert,"2,525"
de,"307,687","10,317",Privat versichert,"1,500"
de,"402,702","10,493",Privat versichert,"1,050"
de,"402,702","10,493",Gesetzlich versichert,"1,050"
de,"398,850","13,602",Gesetzlich versichert,"1,920"
de,"336,880","5,785",Privat versichert,570
